id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,bldgtype,landslope,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,mosold,yrsold,saletype,salecondition,saleprice,lotshape_r,lotshape_desc,landcontour_r,landcontour_desc,bldgtype_r,bldgtype_desc,landslope_r,landslope_desc,housestyle_r,housestyle_desc,roofstyle_r,roofstyle_desc,roofmatl_r,roofmatl_desc,exterior1st_r,exterior1st_desc,masvnrtype_r,masvnrtype_desc,exterqual_r,exterqual_desc,extercond_r,extercond_desc,foundation_r,foundation_desc,saletype_r,saletype_desc,salecondition_r,salecondition_desc,monthyear
1146,50,RM,52.0,6240,Reg,Lvl,1Fam,Gtl,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,8,2006,WD,Family,149000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,4,Sale between family members,2006-08-01
1147,20,RL,,11200,Reg,Lvl,1Fam,Gtl,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,BrkFace,85.0,Gd,TA,CBlock,5,2006,WD,Normal,180000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,1.0,Brick Face,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-05-01
1148,70,RL,75.0,12000,Reg,Bnk,1Fam,Gtl,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,7,2009,WD,Normal,174500,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
1149,50,RM,,5700,Reg,Lvl,1Fam,Gtl,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,8,2008,WD,Normal,116900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-08-01
1150,70,RM,50.0,9000,Reg,Lvl,1Fam,Gtl,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,None,0.0,TA,Gd,PConc,7,2009,WD,Normal,143000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
1151,20,RL,57.0,8280,IR1,Lvl,1Fam,Gtl,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,None,0.0,TA,TA,CBlock,11,2007,WD,Normal,124000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-11-01
1152,20,RL,134.0,17755,Reg,Lvl,1Fam,Gtl,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,BrkFace,132.0,TA,TA,CBlock,11,2006,WD,Normal,149900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-11-01
1153,20,RL,90.0,14115,IR1,Lvl,1Fam,Gtl,1Story,6,7,1956,2004,Gable,CompShg,Stone,None,0.0,TA,TA,PConc,7,2006,WD,Abnorml,230000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Stone,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-07-01
1154,30,RM,,5890,Reg,Lvl,1Fam,Gtl,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,None,0.0,Gd,Gd,BrkTil,6,2008,WD,Normal,120500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,1.0,Good,1.0,Good,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
1155,60,RL,,13700,IR1,Lvl,1Fam,Gtl,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,Stone,288.0,TA,TA,CBlock,5,2008,WD,Normal,201800,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-05-01
1156,20,RL,90.0,10768,IR1,Lvl,1Fam,Gtl,1Story,5,8,1976,2004,Gable,CompShg,Plywood,None,0.0,Gd,Gd,CBlock,7,2007,WD,Normal,218000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,1.0,Good,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
1157,80,RL,85.0,9350,Reg,Lvl,1Fam,Gtl,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,None,0.0,TA,Gd,PConc,10,2008,WD,Normal,179900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,0.0,Average,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-10-01
1158,120,RL,34.0,5001,IR1,Lvl,Twnhs,Gtl,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,Stone,166.0,Gd,TA,PConc,7,2009,WD,Normal,230000,1,Slightly Irregular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
1159,20,RL,92.0,11932,Reg,Lvl,1Fam,Gtl,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,Stone,186.0,Gd,TA,PConc,6,2008,ConLD,Partial,235128,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,8,Contract Low Down,5,Home was not completed when last assessed (associated with New Homes),2008-06-01
1160,60,RL,76.0,9120,Reg,Lvl,1Fam,Gtl,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,BrkFace,270.0,Gd,TA,CBlock,7,2008,WD,Normal,185000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
1161,160,RL,24.0,2280,Reg,Lvl,Twnhs,Gtl,2Story,6,5,1978,1978,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,7,2010,WD,Normal,146000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-07-01
1162,20,RL,,14778,IR1,Low,1Fam,Gtl,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,BrkFace,72.0,Gd,TA,CBlock,11,2008,WD,Normal,224000,1,Slightly Irregular,2,Depression,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-11-01
1163,20,RL,109.0,8724,Reg,Lvl,1Fam,Gtl,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,5,2007,WD,Normal,129000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
1164,90,RL,60.0,12900,Reg,Lvl,Duplex,Gtl,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,1,2008,WD,Alloca,108959,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,7,Split Foyer,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,3,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",2008-01-01
1165,80,RL,,16157,IR1,Lvl,1Fam,Gtl,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,None,0.0,TA,TA,PConc,6,2007,WD,Normal,194000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
1166,20,RL,79.0,9541,IR1,Lvl,1Fam,Gtl,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,Stone,268.0,Gd,TA,PConc,9,2009,New,Partial,233170,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2009-09-01
1167,20,RL,64.0,10475,IR1,Lvl,1Fam,Gtl,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,Stone,72.0,Gd,TA,PConc,2,2010,WD,Normal,245350,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-02-01
1168,60,RL,58.0,10852,IR1,Lvl,1Fam,Gtl,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,2,2006,WD,Normal,173000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-02-01
1169,70,RL,120.0,13728,Reg,Lvl,1Fam,Gtl,2Story,6,7,1935,1986,Hip,CompShg,Stucco,None,0.0,TA,TA,CBlock,7,2008,WD,Normal,235000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Stucco,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
1170,60,RL,118.0,35760,IR1,Lvl,1Fam,Gtl,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,7,2006,WD,Normal,625000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
1171,80,RL,76.0,9880,Reg,Lvl,1Fam,Gtl,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,7,2008,WD,Normal,171000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
1172,20,RL,76.0,9120,Reg,Lvl,1Fam,Gtl,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,None,0.0,TA,TA,CBlock,11,2008,WD,Normal,163000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-11-01
1173,160,FV,35.0,4017,IR1,Lvl,TwnhsE,Gtl,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,None,0.0,Gd,TA,PConc,3,2008,WD,Normal,171900,1,Slightly Irregular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-03-01
1174,50,RL,138.0,18030,IR1,Bnk,1Fam,Gtl,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,3,2007,WD,Normal,200500,1,Slightly Irregular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-03-01
1175,70,RL,80.0,16560,IR1,Lvl,1Fam,Gtl,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,7,2006,WD,Normal,239000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
1176,50,RL,85.0,10678,Reg,Lvl,1Fam,Gtl,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,BrkFace,337.0,Gd,TA,PConc,4,2007,WD,Normal,285000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-04-01
1177,20,RL,37.0,6951,IR1,Lvl,1Fam,Gtl,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,10,2008,WD,Normal,119500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-10-01
1178,50,RM,,3950,Reg,Bnk,1Fam,Gtl,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,12,2009,WD,Normal,115000,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-12-01
1179,50,RL,54.0,7681,IR1,Lvl,1Fam,Gtl,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,7,2009,WD,Normal,154900,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
1180,20,RL,77.0,8335,Reg,Lvl,1Fam,Gtl,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,Slab,4,2006,WD,Normal,93000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,3,Slab,0,Warranty Deed - Conventional,0,Normal Sale,2006-04-01
1181,60,RL,,11170,IR2,Lvl,1Fam,Gtl,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,None,0.0,TA,TA,Wood,4,2006,WD,Normal,250000,2,Moderately Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,5,Wood,0,Warranty Deed - Conventional,0,Normal Sale,2006-04-01
1182,120,RM,64.0,5587,IR1,HLS,TwnhsE,Mod,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,Stone,186.0,Ex,TA,PConc,11,2008,New,Partial,392500,1,Slightly Irregular,3,Hillside - Significant slope from side to side,3,Townhouse End Unit,1,Moderate Slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Cement Board,4.0,Stone,2.0,Excellent,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2008-11-01
1183,60,RL,160.0,15623,IR1,Lvl,1Fam,Gtl,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,None,0.0,Gd,TA,PConc,7,2007,WD,Abnorml,745000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2007-07-01
1184,30,RL,60.0,10800,Reg,Lvl,1Fam,Gtl,1Story,5,6,1920,1950,Hip,CompShg,Stucco,None,0.0,TA,TA,BrkTil,6,2006,WD,Normal,120000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Stucco,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
1185,20,RL,50.0,35133,Reg,Lvl,1Fam,Mod,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,BrkFace,226.0,TA,TA,CBlock,5,2007,WD,Normal,186700,0,Regular,0,Near Flat/Level,0,Single-family Detached,1,Moderate Slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
1186,50,RL,60.0,9738,Reg,Lvl,1Fam,Gtl,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,None,0.0,TA,Gd,BrkTil,3,2006,WD,Normal,104900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,0,Asbestos Shingles,3.0,None,0.0,Average,1.0,Good,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2006-03-01
1187,190,RL,107.0,10615,IR1,Bnk,2fmCon,Mod,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,8,2009,WD,Abnorml,95000,1,Slightly Irregular,1,anked - Quick and significant rise from street grade to building,1,Two-family Conversion,1,Moderate Slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2009-08-01
1188,20,RL,89.0,12461,Reg,Lvl,1Fam,Gtl,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,None,0.0,Gd,TA,PConc,7,2006,WD,Normal,262000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Imitation Stucco,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
1189,60,RL,68.0,8935,IR1,Lvl,1Fam,Gtl,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,BrkFace,95.0,Gd,TA,PConc,7,2009,WD,Normal,195000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
1190,60,RL,60.0,7500,Reg,Lvl,1Fam,Gtl,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,6,2010,WD,Normal,189000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-06-01
1191,190,RL,,32463,Reg,Low,2fmCon,Mod,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,Stone,149.0,TA,Gd,CBlock,3,2007,WD,Normal,168000,0,Regular,2,Depression,1,Two-family Conversion,1,Moderate Slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,4.0,Stone,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-03-01
1192,160,FV,24.0,2645,Reg,Lvl,Twnhs,Gtl,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,BrkFace,456.0,Gd,TA,PConc,11,2007,WD,Normal,174000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-11-01
1193,50,RM,60.0,9600,Reg,Lvl,1Fam,Gtl,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,None,0.0,TA,TA,PConc,7,2007,WD,Normal,125000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,2,Gambrel,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
1194,120,RM,,4500,Reg,Lvl,TwnhsE,Gtl,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,BrkFace,425.0,TA,TA,PConc,6,2009,WD,Normal,165000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
1195,60,RL,80.0,9364,Reg,Lvl,1Fam,Gtl,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,Stone,143.0,TA,TA,CBlock,3,2010,WD,Normal,158000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,4.0,Stone,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-03-01
1196,60,RL,51.0,8029,IR1,Lvl,1Fam,Gtl,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,7,2008,WD,Normal,176000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
1197,60,RL,58.0,14054,IR1,Lvl,1Fam,Gtl,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,11,2006,New,Partial,219210,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-11-01
1198,75,RM,65.0,8850,IR1,Bnk,1Fam,Gtl,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,7,2006,ConLw,Normal,144000,1,Slightly Irregular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,6,wo and one-half story: 2nd level unfinished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,6,Contract Low Down payment and low interest,0,Normal Sale,2006-07-01
1199,20,RL,70.0,9100,Reg,Lvl,1Fam,Gtl,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,6,2009,WD,Normal,178000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
1200,20,RL,75.0,11235,Reg,Lvl,1Fam,Gtl,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,BrkFace,51.0,TA,TA,CBlock,10,2006,WD,Normal,148000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-10-01
1201,20,RL,71.0,9353,Reg,Lvl,1Fam,Gtl,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,7,2006,Oth,Abnorml,116050,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,9,Other,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-07-01
1202,60,RL,80.0,10400,Reg,Lvl,1Fam,Gtl,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,3,2009,WD,Normal,197900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-03-01
